,Mean Rewards
2835,-665.8148746267595
2836,-662.2611739831323
2837,-666.777781119516
2838,-664.3166550191024
2839,-662.9384738561348
2840,-658.4961457467838
2841,-661.5498422112469
2842,-661.7079749624197
2843,-674.1857192248461
2844,-671.3906558482968
2845,-684.1170038945513
2846,-684.3004011762628
2847,-696.6663932939949
2848,-690.611196861184
2849,-695.6850390551725
2850,-695.5050814094556
2851,-696.6673811143286
2852,-687.1074472399753
2853,-676.2807722502772
2854,-676.3140697687861
2855,-672.5992763870241
2856,-674.1770389439151
2857,-669.8423280815967
2858,-664.031562684974
2859,-689.8940973813504
2860,-687.2248578985692
2861,-693.4511299264007
2862,-694.5577387049753
2863,-694.528826509936
2864,-694.7836516728365
2865,-693.1964144238541
2866,-695.5074996653135
2867,-691.2247445715557
2868,-677.5076329196432
2869,-679.2263349252247
2870,-675.9512529132206
2871,-675.451852646098
2872,-698.6120678506326
2873,-698.7082300322212
2874,-680.1124390686524
2875,-672.7733411690903
2876,-668.2843216559554
2877,-663.8838391252299
2878,-656.8158672855794
2879,-654.0687479875975
2880,-646.8384688969171
2881,-656.7750663818779
2882,-656.3026373502558
2883,-647.1490689314953
2884,-683.4584973602906
2885,-682.0297344608408
2886,-681.6182497010128
2887,-678.819134800044
2888,-686.2631050140001
2889,-688.1268373835749
2890,-682.0099378647466
2891,-681.9369474102095
2892,-683.2455577574858
2893,-676.0459205282773
2894,-686.7102770436192
2895,-682.770411297229
2896,-677.2742638804507
2897,-678.3257011610872
2898,-680.8082968148615
2899,-691.818101636235
2900,-694.621815412664
2901,-688.1345304722358
2902,-686.5352148487893
2903,-684.4455753197541
2904,-691.9438132125122
2905,-686.7847337376437
2906,-695.9834272823426
2907,-695.5661385031262
2908,-691.0789526991709
2909,-672.6016694331671
2910,-673.264821273073
2911,-672.5828873850937
2912,-679.4896985539976
2913,-680.3329996312616
2914,-674.9098427895142
2915,-666.9391297610214
2916,-655.188499519177
2917,-658.0367804952624
2918,-655.425785032308
2919,-662.3287290628967
2920,-656.7836185633238
2921,-644.808842570868
2922,-645.3942737855431
2923,-651.9150931875868
2924,-656.9713090989368
2925,-662.9612770172434
2926,-650.5046077360846
2927,-656.7560267005957
2928,-658.6245376539044
2929,-661.4266411835836
2930,-666.568781153804
2931,-674.0790394066003
2932,-675.6332197034674
2933,-661.976981612061
2934,-656.2857180585435
2935,-649.781952711146
2936,-655.9655223392841
2937,-646.565222207599
2938,-640.4514651897834
2939,-640.1537979614309
2940,-640.6129731099078
2941,-636.2401286828266
2942,-635.9029435299271
2943,-620.2611619911595
2944,-615.5201142331047
2945,-597.6521966067141
2946,-590.7783079747136
2947,-579.2289198511282
2948,-574.9075656583996
2949,-571.0579775276784
2950,-565.734778448852
2951,-560.8578425327108
2952,-561.4839926500357
2953,-555.4650143884502
2954,-556.3812824874076
2955,-565.4861421939753
2956,-561.4107813211452
2957,-561.8166125195568
2958,-562.9608586203598
2959,-534.9973529952117
2960,-542.4580489041531
2961,-538.1409059730435
2962,-532.968848727614
2963,-531.3473035847675
2964,-527.0269251136154
2965,-525.7147162383396
2966,-518.8015601361493
2967,-517.6594422111704
2968,-513.0368175591465
2969,-510.40696714891544
2970,-506.7713262191875
2971,-505.288216148687
2972,-480.0586395988214
2973,-474.21997136760046
2974,-475.6487566505026
2975,-476.50305497576164
2976,-479.7862571079462
2977,-474.70605858609366
2978,-473.8800121266883
2979,-469.995164613167
2980,-468.5568786237949
2981,-459.8852666582541
2982,-456.5908962451017
2983,-451.4124362996959
2984,-416.18548410255573
2985,-410.42096801390807
2986,-404.285816564768
2987,-397.29091574608907
2988,-389.22420841602457
2989,-380.67483772052236
2990,-379.90156706878884
2991,-369.6062577946586
2992,-361.6434866636563
2993,-360.6721964089642
2994,-349.59193391130634
2995,-348.6273472561549
2996,-341.17095415889054
2997,-333.93596903086177
2998,-322.908219498542
2999,-303.8971617768715
3000,-295.1644363105916
3001,-293.9655389113197
3002,-290.0601771491613
3003,-284.9812889523095
3004,-271.94528547593785
3005,-266.4118111874821
3006,-259.63156504112516
3007,-241.0833452998362
3008,-236.0377069330215
3009,-234.59028812389886
3010,-234.39187564823385
3011,-229.96390319654762
3012,-223.61895170415954
3013,-221.62474615320002
3014,-216.89666584635154
3015,-216.76327173766254
3016,-217.41669413711443
3017,-209.41853658181145
3018,-208.38597464113806
3019,-200.05870793311576
3020,-198.00268829026274
3021,-197.2066521367868
3022,-195.98981625229476
3023,-188.43438425533782
3024,-183.91917689647596
3025,-174.98821862393072
3026,-174.30437036225027
3027,-167.27973183264376
3028,-158.307360590248
3029,-150.3282338238615
3030,-135.64056239442047
3031,-128.53950039280417
3032,-122.54019305610706
3033,-124.9049495609574
3034,-123.48615778598536
3035,-122.83792945642898
3036,-117.24956503290518
3037,-117.90135561907958
3038,-116.52031899253936
3039,-110.4215526117988
3040,-111.02414860113262
3041,-105.65302342448736
3042,-105.1355979306173
3043,-96.5660748388474
3044,-94.51677852777168
3045,-94.25161005559545
3046,-93.2411177742552
3047,-92.23266866001326
3048,-90.3625934175424
3049,-88.47045792093284
3050,-86.59997985424876
3051,-83.61210400873618
3052,-80.31619632126603
3053,-76.38071225508838
3054,-73.55481194575607
3055,-62.38652640259209
3056,-59.90573433158021
3057,-58.934216168207655
3058,-54.94487947436992
3059,-51.949409862885105
3060,-43.00009422949412
3061,-41.270478473071144
3062,-38.61162261615478
3063,-33.99906276864394
3064,-31.56708160873979
3065,-27.156688604616438
3066,-25.514543588786292
3067,-24.541438733707945
3068,-23.138343195919706
3069,-16.203652408833335
3070,-14.97845627839633
3071,-8.731972317618936
3072,-6.396539209185667
3073,-5.192898557115432
3074,-2.2969628046073747
3075,0.33996648584351463
3076,4.0206172086494
3077,5.60594228642397
3078,5.03461929548374
3079,6.561419231954526
3080,7.790506084447248
3081,10.024323060449355
3082,12.781213820321819
3083,13.454343334634721
3084,19.78567008317409
3085,20.318554834302805
3086,20.385518645178706
3087,20.1290013418965
3088,20.287393849566104
3089,20.612654968644602
3090,20.938591643392424
3091,19.905554634461954
3092,18.021601081393616
3093,19.173974990210674
3094,18.790732276496083
3095,24.142091986612026
3096,24.199361274558047
3097,23.423761999391186
3098,23.88153802777684
3099,22.681007835272275
3100,22.242851089486138
3101,22.510135774203818
3102,24.276114040225007
3103,26.57629639620932
3104,28.241979393253132
3105,28.182740780749995
3106,27.633282071050957
3107,27.495283950529643
3108,29.54871520701189
3109,29.87523236940181
3110,30.50608321507533
3111,32.73894994652564
3112,34.27496489708533
3113,34.60167730412778
3114,36.6294461148701
3115,38.42194384601483
3116,41.000127396878796
3117,42.66013916444595
3118,43.88413431644151
3119,43.11135995962456
3120,43.09292594895552
3121,44.75503034663087
3122,45.56397523226499
3123,46.145409175378234
3124,45.129675089860456
3125,44.198132245588184
3126,46.32414744171177
3127,47.935583623676386
3128,47.53997675198415
3129,48.444078994227866
3130,48.0784307745172
3131,50.44891145949097
3132,51.69041599300402
3133,51.9456210488364
3134,52.301313966953174
3135,52.21717372926465
3136,55.16173282764168
3137,57.0411541736333
3138,57.68773323787773
3139,58.67164016444225
3140,61.21694858114851
3141,60.513698147839435
3142,61.441302129878544
3143,62.46000432213643
3144,62.098974488631114
3145,63.38928144918366
3146,63.3813260807441
3147,64.46157878181835
3148,64.35871037574549
3149,64.70288889633153
3150,64.69244061078615
3151,64.08045939771867
3152,63.287771557441076
3153,61.47924272011631
3154,61.45761092551834
3155,61.696530056219984
3156,62.22080544790229
3157,64.37100401846745
3158,64.04198086653805
3159,65.14486088587846
3160,64.80728847226446
3161,65.60629103671343
3162,66.2826785883744
3163,66.30409324761816
3164,66.96534185002888
3165,67.15675503575308
3166,68.10965992548526
3167,69.98497865377085
3168,71.15302424423408
3169,70.99329932900766
3170,73.26248240775108
3171,72.48590702736288
3172,73.50231298096698
3173,75.25460857190585
3174,75.90848633176785
3175,76.3763719591574
3176,77.92591891116209
3177,77.85916633168968
3178,80.11419671910822
3179,81.0653407764631
3180,82.29397335283801
3181,82.4737567581231
3182,83.08227627780369
3183,83.77091655093244
3184,85.66336704855344
3185,86.18216084143874
3186,88.4468116352271
3187,89.89021769954543
3188,90.77029343799529
3189,92.13698354660802
3190,92.97577371377125
3191,93.25247726578738
3192,95.45788230322428
3193,96.03972152679431
3194,96.63540452455895
3195,97.80828860256925
3196,98.39973569809683
3197,99.99359302620563
3198,100.77663539018072
3199,102.46756531359519
3200,103.3125561696921
3201,103.57690643855209
3202,103.96022533430688
3203,103.41187184404654
3204,103.60344450351498
3205,105.74965030550761
3206,107.91978421903985
3207,107.93776567130121
3208,107.9441873464163
3209,107.13826669335492
3210,107.78123093135069
3211,107.31955120933917
3212,107.34016787828153
3213,107.27854796638648
3214,106.90231908570888
3215,106.88320399684069
3216,107.17921085677895
3217,107.38906270220372
3218,107.2913380023811
3219,109.1368870470508
3220,108.6748650829188
3221,108.65811467186107
3222,108.71139318125167
3223,107.06443601192267
3224,109.59248348979939
3225,108.31726940605604
3226,108.34993541027463
3227,108.35307831713085
3228,108.34497814016908
3229,108.82318350826796
3230,108.7632692717457
3231,109.6671864473389
3232,108.9216952744141
3233,110.14649845063762
3234,109.40527678784511
3235,110.5933219415717
3236,110.96659058010728
3237,110.93552367580698
3238,110.9381921323091
3239,110.14002211195844
3240,110.02484473599493
3241,110.70772828526647
3242,110.43031757174083
3243,110.49862692364903
3244,110.27134516421927
3245,110.08765549957165
3246,110.54781819490822
3247,110.83599521934526
3248,111.26969521398112
3249,111.21269643161142
3250,109.64597857132127
3251,110.165856697223
3252,110.81359974691031
3253,109.49396031812726
3254,107.97662524229546
3255,108.61636621830323
3256,107.81592270472777
3257,106.33125605102946
3258,106.48042621206291
3259,102.8704198994129
3260,103.22557324446798
3261,102.39607142119762
3262,102.01533376097754
3263,99.75095204292603
3264,99.67812066473884
3265,99.62791571586962
3266,99.89872870122905
3267,98.39404115523058
3268,98.57382462353833
3269,97.6316501013626
3270,97.07653951369703
3271,96.82175490691438
3272,95.32640604213624
3273,95.61450636666818
3274,95.52524338997421
3275,95.22177366421198
3276,95.29226092356292
3277,95.88457504158549
3278,93.67649512639437
3279,93.35892703221074
3280,92.7482082908806
3281,91.18933612383721
3282,92.33527192538624
3283,90.76714111439729
3284,90.36566959422738
3285,90.29819633759747
3286,90.21449140748604
3287,88.29055823309008
3288,87.93495100382896
3289,88.11830802258119
3290,87.12198747442902
3291,88.3967138055727
3292,88.95320871893513
3293,89.0663564387185
3294,89.86668004307063
3295,89.31886302854952
3296,88.6015071153102
3297,89.743920146098
3298,89.88543983279693
3299,90.27186682612233
3300,90.6740106419472
3301,90.55897225311081
3302,90.24241953784646
3303,91.31134030569098
3304,91.71591717627031
3305,90.8462027360331
3306,89.11846681341467
3307,89.80236036906634
3308,89.1832235691286
3309,88.60607254857263
3310,87.5123494576618
3311,87.03380937512044
3312,85.58517700104045
3313,86.48363048585102
3314,87.74147480443436
3315,88.55702600787612
3316,88.40761405634709
3317,87.00718955025869
3318,86.90637832943743
3319,85.95108300238522
3320,87.08662046151028
3321,86.71583895506915
3322,86.20704235574227
3323,87.55439293782162
3324,88.03497266536606
3325,89.11644373698746
3326,89.11790868526285
3327,89.01395412453104
3328,88.71641977589682
3329,88.78709604785585
3330,89.35930050083476
3331,89.36028206448985
3332,89.35382016735286
3333,89.2827047251976
3334,91.31759819339275
3335,91.35080203787679
3336,87.93268395799625
3337,87.53178870875679
3338,87.13895936009374
3339,87.86220946074123
3340,88.21309382058693
3341,87.90775528000826
3342,88.26780764785757
3343,86.58947143641076
3344,87.50890458671488
3345,87.22575507486115
3346,87.60602364381664
3347,87.62868397738707
3348,87.67841053360718
3349,87.90598584467315
3350,88.70747647409577
3351,88.51696665738869
3352,88.00677709337971
3353,90.74205782275742
3354,93.09465476224973
3355,92.30631054280565
3356,92.74078269552211
3357,95.28089503727254
3358,95.14407682653791
3359,99.0964595746244
3360,98.95205281845327
3361,98.8827474700608
3362,99.37078691425226
3363,101.45434631116136
3364,99.84188133814942
3365,100.00333006564684
3366,100.0902779182012
3367,101.61671007876684
3368,99.77623946707949
3369,100.9766627612721
3370,100.71332325959617
3371,100.81237898822454
3372,102.5980385813081
3373,102.46432011391705
3374,102.72019104557494
3375,102.72243768417705
3376,102.6207647618636
3377,101.72891366997115
3378,103.4735937074011
3379,103.76358933145355
3380,104.5971532262115
3381,106.13146684863564
3382,106.20557088678623
3383,107.44506586702808
3384,107.78942200016283
3385,106.30053090610816
3386,105.69903728179061
3387,105.47405411968583
3388,106.04094296568175
3389,105.8220532206987
3390,106.80608548913739
3391,105.45396586140963
3392,104.28368196670222
3393,103.97398171281067
3394,103.64621780724968
3395,104.17236628089125
3396,105.10692047498702
3397,105.22160915884234
3398,101.45659063604955
3399,100.61572331872401
3400,102.05068960048044
3401,102.56044081335996
3402,100.84393440052624
3403,100.06348809136747
3404,100.20820676104967
3405,101.30031255649017
3406,103.28912313831124
3407,102.08011505726218
3408,100.9291249949182
3409,102.73818933468544
3410,102.7444848833595
3411,102.50455980037863
3412,104.85007450705129
3413,103.74269353942368
3414,102.87225566946026
3415,102.53337253463884
3416,101.17910570041366
3417,102.64750999044178
3418,103.01593749626814
3419,104.13141993979715
3420,104.47485751014113
3421,104.62035092664637
3422,104.26796379010106
3423,104.35390804544684
3424,104.25671813782114
3425,102.31433711958256
3426,103.55257588893092
3427,101.7246256752434
3428,102.27028907559394
3429,101.83336212887845
3430,98.74977993259148
3431,97.78298357983195
3432,99.29483431524784
3433,99.77159063753568
3434,99.44736790064624
3435,100.68081878722771
3436,103.33756600405691
3437,102.3679857211459
3438,102.78530331635082
3439,102.86799858195288
3440,100.48708808182614
3441,98.87216710441432
3442,99.46645194869836
3443,101.05307040339486
3444,101.32145931682939
3445,99.7204304103465
3446,100.41890067555867
3447,98.54059819753708
3448,99.62754130087596
3449,98.30207445383003
3450,99.13383058836457
3451,99.58257186470603
3452,100.1180234849062
3453,99.36541638053023
3454,98.68205525928204
3455,96.62001300555859
3456,94.99077529757902
3457,93.5060371756282
3458,93.34643452200831
3459,93.13953304836035
3460,93.52580559966775
3461,94.05311974659696
3462,93.04593775869631
3463,93.26722984930953
3464,95.09103661545106
3465,94.99507984882439
3466,94.97114563858098
3467,95.03687070389866
3468,97.26961032392437
3469,98.1798057025881
3470,98.76633030900207
3471,98.88695724427042
3472,97.39303089897939
3473,98.0542949503209
3474,96.29474894455021
3475,95.13282700056509
3476,94.61874305692304
3477,94.56966217960479
3478,94.6883365875876
3479,95.0059353501883
3480,82.93224136482051
3481,83.20977670382196
3482,83.0546774718189
3483,84.45914962261907
3484,83.12380189038765
3485,83.5626914310071
3486,83.21588194115918
3487,85.03097977494679
3488,84.02191276692457
3489,83.81610097994756
3490,83.10271546826894
3491,84.41395310025766
3492,84.77697202121202
3493,84.92592378586227
3494,84.2054881701784
3495,83.84723526153044
3496,83.67232856769044
3497,83.51987971098049
3498,87.15429593536832
3499,87.27597060972623
3500,86.4896773435746
3501,86.4387546756361
3502,88.05238911407521
3503,87.82424221218065
3504,87.84875209888031
3505,87.50826792019167
3506,86.97153999953544
3507,88.25724420116687
3508,89.54314443014034
3509,89.37471214519071
3510,90.6635964877729
3511,91.83343310040432
3512,91.0104075350635
3513,90.92871816942136
3514,91.26773517279078
3515,91.21873754247855
3516,92.70289054717068
3517,92.4390563233816
3518,92.35077266424067
3519,91.61178226522821
3520,90.28597480144502
3521,90.48080220708475
3522,91.70060803478717
3523,91.90277141567424
3524,90.95189638691596
3525,92.82112134731244
3526,91.01012049574385
3527,92.89462226810687
3528,92.7682795920354
3529,92.7608055389934
3530,95.88142778527144
3531,96.64014261300801
3532,95.36257968105816
3533,94.70718296423225
3534,94.96127868362993
3535,93.64383579527964
3536,93.87481444334946
3537,95.15046169479444
3538,94.99491905989113
3539,94.80411323146228
3540,96.90215759608387
3541,97.20518248425088
3542,96.64968867472192
3543,96.69313963579596
3544,96.07739254808574
3545,97.8728080535956
3546,97.11449294692702
3547,98.88056218413014
3548,97.66054995188902
3549,98.92406229157436
3550,98.66457796282103
3551,98.26309237960609
3552,96.44339858554089
3553,96.8552753586193
3554,97.26067186176455
3555,97.79107221551085
3556,99.53191184249329
3557,100.47751552575463
3558,101.30838276620301
3559,101.15828561358644
3560,101.03284778718002
3561,102.79428456390495
3562,101.6987089535453
3563,101.59793990368273
3564,102.67249343910048
3565,102.34095213109543
3566,102.77265376773333
3567,102.54115064531152
3568,103.03719567013681
3569,101.98645694774437
3570,100.20163127450594
3571,101.17787510598322
3572,102.0471355689978
3573,100.95291062351609
3574,100.81409449710634
3575,101.7149840775059
3576,102.71889697481667
3577,103.55287113534095
3578,101.84613716281096
3579,99.68374958072901
3580,111.82445669306071
3581,112.11356427627008
3582,112.15611116450364
3583,110.97761412877162
3584,110.43762614560708
3585,111.31012579880421
3586,111.62315015890961
3587,111.90538945984053
3588,112.50946814655755
3589,112.73741204901056
3590,113.70164078330423
3591,114.15458868640975
3592,114.23385310401511
3593,114.13938927405907
3594,114.57880529555216
3595,114.72207292234005
3596,114.67623630018326
3597,114.58160181932337
3598,114.40173140783969
3599,114.47586991351032
3600,114.21350460822065
3601,112.66091238056296
3602,111.0544266170562
3603,111.57907560937318
3604,110.98041959283792
3605,111.52890958115847
3606,111.51392267328285
3607,111.37869952450201
3608,111.68074759972828
3609,111.60455425305919
3610,111.63519423676878
3611,112.16917202715176
3612,111.86383025847243
3613,112.33956874281611
3614,112.1444837383422
3615,112.31083826794607
3616,112.22131104224373
3617,112.15243858044167
3618,111.89613923285144
3619,112.6961325584372
3620,112.8927015568672
3621,113.49218031738788
3622,112.93070452848957
3623,112.62259199613726
3624,112.78689047508256
3625,112.34147302386111
3626,112.57447190129992
3627,112.3449577563324
3628,112.19143056705778
3629,112.11506956220371
3630,112.47706727819994
3631,111.74985218681236
3632,113.86953415105451
3633,114.1782978263123
3634,113.97119412429792
3635,114.0049254198161
3636,113.63340840608095
3637,114.01820986839043
3638,113.84432194255862
3639,114.02985790800905
3640,113.77114004117232
3641,115.38769241460048
3642,115.75863904471841
3643,115.76597646291079
3644,116.0849266072956
3645,115.95007510011067
3646,115.92494153922775
3647,116.05211410557857
3648,116.34174448896712
3649,116.48059399474498
3650,116.86133639247554
3651,117.36414673079409
3652,119.11972008491392
3653,118.6175051320953
3654,118.14420571357869
3655,119.48533551774577
3656,118.57007515326858
3657,117.9911178941274
3658,117.56860280213273
3659,117.4099693850782
3660,117.4401381726059
3661,117.06914642086298
3662,118.896137592822
3663,118.8229467324783
3664,117.70293585868875
3665,117.78247693789079
3666,117.06588829163387
3667,117.13859716356382
3668,116.39015559140563
3669,116.38663657398023
3670,119.2479609237766
3671,119.64502742060996
3672,121.20948739101961
3673,122.41404061671821
3674,125.28419260788678
3675,126.6652682134402
3676,127.27176110081675
3677,126.5079128755107
3678,129.10012214387658
3679,131.93392408625408
3680,132.57305413491085
3681,133.0841783278452
3682,134.5748001400343
3683,135.8189593127809
3684,138.54424435536575
3685,139.80192078254834
3686,140.8535782341111
3687,141.81027314352022
3688,140.54143438680788
3689,141.53451165712855
3690,140.40992029853953
3691,141.6206702349628
3692,142.3669741483586
3693,143.65760982815348
3694,144.83721811933748
3695,146.22090209841392
3696,147.32866439665455
3697,148.03617698229368
3698,144.0138905211726
3699,145.10146277266165
3700,146.4608178031859
3701,149.0180110016169
3702,152.32620195377015
3703,153.25167549897247
3704,152.4787750300373
3705,153.16634700407846
3706,154.2370812679776
3707,155.61804512585255
3708,157.05713249905614
3709,158.09497730671862
3710,153.4784747848416
3711,152.3534210925069
3712,153.88097866603405
3713,154.79631664310537
3714,156.1386747253526
3715,157.28645893117934
3716,158.43052123660155
3717,157.554712390361
3718,158.4513109976938
3719,158.72579105957138
3720,159.9463515260799
3721,160.47648640371534
3722,162.22940343107857
3723,163.5974632641366
3724,165.2930447200057
3725,166.94709192522924
3726,168.39967482087113
3727,169.59781304189084
3728,169.7182339118374
3729,171.1914528010784
3730,171.476548531973
3731,172.69822041938997
3732,171.92625646272054
3733,173.4766135737989
3734,173.44484522514745
3735,174.36888613345047
3736,175.66670355840267
3737,177.02537064542355
3738,178.42552275037775
3739,179.67097099257234
3740,181.06376137636818
3741,182.43108706443888
3742,183.28718323032732
3743,184.77526123989574
3744,185.81615287058113
3745,187.1905478970408
3746,188.30875176838683
3747,189.3032393715952
3748,184.9500238432098
3749,184.47826371836948
3750,185.50665075493026
3751,186.5173108326392
3752,187.56391401949946
3753,188.6291674516837
3754,189.7174898664558
3755,190.84129461354692
3756,192.9503268153655
3757,194.136666157544
3758,195.03094785062436
3759,196.35808284998814
3760,197.36904173192758
3761,198.77173410926585
3762,199.69654538727488
3763,200.58063182665626
