,Episode Reward
0,99.25456851918352
1,227.08208326611148
2,233.06315081983425
3,204.6736889491673
4,265.14331031781404
5,231.74627054397263
6,232.44247714738762
7,243.42008938557535
8,209.7767823789382
9,263.3316422296522
10,96.76579316028895
11,208.57328328744575
12,251.54160495682044
13,247.82867871530394
14,263.55504379047215
15,235.05356541894923
16,246.32334686241614
17,224.93747925066245
18,248.5029556215974
19,-6.721143400819869
20,239.95107446624314
21,266.0425169391788
22,229.14768160009052
23,97.33611674947213
24,-207.60761381590123
25,260.2011105038989
26,202.5879539475476
27,250.24646044300835
28,-42.06278901151724
29,217.72793402345454
30,217.4480555823639
31,255.47676021869222
32,251.79198704694488
33,114.00465613439634
34,263.1532170455364
35,224.52736449518395
36,241.70861068011473
37,264.65397763327246
38,249.0899377332413
39,262.6200067626804
40,253.4045990356516
41,252.45151790104092
42,225.35373962317635
43,260.490931748861
44,225.64959542536755
45,251.08153175483207
46,255.0991923318947
47,233.8914186543865
48,203.2687994880672
49,197.90844063498866
50,252.34969358977634
51,264.4026887244492
52,211.59659110547932
53,242.80779040854532
54,213.0932282649436
55,259.03669184926184
56,241.1194692432784
57,254.638282176474
58,232.75508060230965
59,250.52657264025794
60,226.50147762431598
61,226.98827461095476
62,240.09068507161408
63,202.67912722275764
64,216.76652228416242
65,252.20205465242486
66,242.0184570825347
67,206.68327509206983
68,252.95761822397316
69,214.51636782419212
70,224.00415593271725
71,229.2856945398159
72,72.78309003023462
73,263.78503952631013
74,237.17903592264378
75,237.3578473225244
76,126.09219898569171
77,251.70830033828545
78,271.39942733431616
79,218.74863875494253
80,247.38089516215916
81,222.39509954926123
82,254.96416325900515
83,217.4774811238218
84,257.39285280638643
85,240.10573968737378
86,203.3964139964939
87,238.85888406436393
88,236.95536114384421
89,240.93135648511517
90,0.8344869428122053
91,256.46131492923837
92,230.36935900750865
93,238.79382419691316
94,204.885434151174
95,242.19608866538957
96,264.19344836530183
97,21.308542068365853
98,232.62359048373025
99,245.07333562144623
100,235.98299407173567
101,245.981683316384
102,245.18526211464342
103,231.26370386446547
104,246.08158091005168
105,205.5260735840907
106,255.50267573774875
107,238.04699235192192
108,249.76856126798086
109,243.00694388095783
110,212.46273485824202
111,204.41202620044166
112,179.71699859465633
113,262.9034711359144
114,273.27140223339586
115,252.5298495299832
116,243.9450885809242
117,223.12524586315072
118,250.51251308771225
119,254.68403867462828
120,235.02235680383032
121,261.0016523121542
122,227.19866714396477
123,231.53162326122512
124,239.1445412447976
125,241.74590926804424
126,233.8324326432458
127,202.9557609441024
128,257.63911904191593
129,230.50844394852473
130,224.57247351932088
131,253.76826110036015
132,235.48053669930331
133,239.5220046686562
134,241.06679685466355
135,-18.94102219218111
136,240.1824874248837
137,223.12768229914172
138,263.9981311191711
139,127.78613618277309
140,254.16719818611938
141,205.91180930494403
142,8.201125381585655
143,262.4911218034671
144,249.48042234589025
145,213.66574382930213
146,249.6501100693942
147,235.10305737417522
148,227.05667755089092
149,197.41386585953
150,219.84248514383475
151,246.66102194858328
152,258.218312530738
153,249.40148374173225
154,235.79607244566975
155,-11.034046934615233
156,244.94705934402987
157,10.162713145708096
158,228.09852424108138
159,251.4652146396149
160,213.74011989413748
161,245.61650900853812
162,242.10581510846498
163,241.04410360570142
164,205.35530946356647
165,269.97607212993137
166,239.33612693823588
167,232.30884159546468
168,233.29384052462095
169,248.19602192283028
170,205.72729323673116
171,226.08818566647363
172,236.4452442159125
173,243.9660233545023
174,235.59914028591257
175,250.17851385048937
176,255.25828359910582
177,220.12871472500171
178,227.96873236384647
179,228.00817332314864
180,267.85063561091715
181,222.10174989505182
182,241.3385920393105
183,239.08124806321513
184,250.9651097151124
185,265.3226693260465
186,244.1681341692535
187,87.95220549516888
188,264.7175924763426
189,251.97713857475722
190,208.4519532241677
191,250.6775041856391
192,265.1944340474208
193,208.95805199679128
194,238.86108368778923
195,231.27352526026215
196,247.15613219099768
197,262.8654780163345
198,204.44417845318884
199,220.3618603471396
200,215.11728350248143
201,212.82176624944913
202,247.54686010613844
203,234.04615016445945
204,258.58148553360707
205,241.3555861032766
206,220.59476063076775
207,240.94073414593555
208,226.67753262757807
209,237.1284982338568
210,270.64467462146604
211,224.536225565153
212,220.63598307198427
213,217.8252362571242
214,236.02132130363876
215,238.1010507394157
216,22.505441549969476
217,22.141377057191534
218,227.18276218880135
219,241.60336258954567
220,211.79890468018766
221,225.75300640245968
222,214.52120879041524
223,256.1512898576824
224,240.88691107355396
225,135.77182402911467
226,246.46953521015658
227,245.7812815611425
228,262.9764237025865
229,-274.449316005705
230,209.43923556579455
231,271.73235717255193
232,245.2481460762894
233,238.07350002155505
234,227.45224114004492
235,250.6921488890559
236,228.829929786305
237,250.53699092750338
238,252.2800602556052
239,257.312147742937
240,263.2629172676298
241,93.82827429989224
242,235.92801220741322
243,231.26896335060184
244,267.3103591966675
245,225.56006415401902
246,231.10810711391196
247,255.29477001776957
248,97.6175106215833
249,222.35763605061283
250,210.82949241232018
251,234.58391191968067
252,218.7195770551727
253,211.71869547124697
254,216.8904238623208
255,229.88919747352023
256,237.60087465832842
257,209.08507647001136
258,252.76262392613495
259,232.66402327274136
260,251.51349447488118
261,246.4424115375529
262,238.9549543584859
263,230.04170490544195
264,201.75579611909603
265,251.37035149427416
266,230.78050110722808
267,282.83678443954904
268,239.9240133988589
269,221.06942837972855
270,263.1638329036568
271,254.14259093423502
272,242.27209049873753
273,259.6792215240388
274,206.07388853857927
275,238.4072469536669
276,259.46079387118925
277,243.01148964225982
278,210.88829107201863
279,267.9288784579576
280,250.4578450263941
281,252.87355473960648
282,229.65881923884055
283,246.36300348174115
284,203.55037427282105
285,237.52774083000352
286,226.38631759837435
287,228.91651842307016
288,232.45488524730476
289,237.54431641458262
290,254.48039184584704
291,219.84334317441002
292,265.63420620263867
293,224.31580065819614
294,264.52918480927406
295,241.829762543151
296,238.21158502106425
297,201.18804919758804
298,241.42800590045312
299,247.07202223238863
300,257.6218901180998
301,265.18380293334076
302,218.7797364315166
303,257.7646915419106
304,236.3505568562116
305,216.41770466140525
306,198.7066113320783
307,259.8672827453937
308,256.16938480543945
309,263.3582897582921
310,251.27994238562178
311,257.5751929753917
312,237.01960210766399
313,251.9871258484221
314,21.827589909478533
315,-519.8983070148665
316,246.27694631647307
317,266.11713054215426
318,246.36780452160613
319,229.49263488997286
320,244.19089635404654
321,239.0957955994896
322,247.0870619007602
323,220.42560520653956
324,114.46436344367106
325,238.06067826556813
326,255.36596321768596
327,229.85937320241655
328,256.8227868152507
329,226.8327229544344
330,202.7222786086804
331,248.28441106747908
332,112.58871399103711
333,215.9643036412164
334,224.54827335169773
335,261.51128908178714
336,238.4303690585265
337,217.29643634642957
338,253.3388910749237
339,229.93332837885504
340,132.98032457595113
341,252.48787459640144
342,144.71683002065797
343,-304.32060281996104
344,229.75778166545075
345,216.66827998180335
346,205.34664866699296
347,251.45863566863144
348,233.0869164131177
349,212.5243015035775
350,227.7607963915263
351,265.7273144282635
352,241.49898963895865
353,258.55252922450666
354,234.20057596191637
355,251.88878402798548
356,244.93380667198676
357,206.3751620617328
358,243.06953227884745
359,225.2681821812772
360,242.538485000754
361,104.95466250575996
362,119.89385433245108
363,259.3724872766503
364,224.64812245994958
365,246.9587406333347
366,263.41982696279956
367,229.3779805792282
368,245.66306452247557
369,223.15256137220393
370,267.2903213598647
371,227.35812232048545
372,250.350932833677
373,223.56876352557572
374,202.20962914466713
375,270.36150866156146
376,232.75252477527755
377,249.0225543357414
378,238.41199630743296
379,247.4502019199119
380,198.67917592849784
381,220.60196472350182
382,-560.6331480873304
383,251.3136695811814
384,238.83473556683077
385,28.004017063064794
386,213.4174074424291
387,227.28564475661796
388,231.8164184466682
389,251.15860738396702
390,269.795623332189
391,221.706814327651
392,248.73350115860373
393,240.0538920419966
394,245.66843171024323
395,224.76107898794544
396,217.20680574995754
397,224.81996560706585
398,238.71547006168382
399,246.26010425945393
400,246.31204185538252
401,-8.585239932957634
402,227.23958296854417
403,274.35379198337586
404,231.5033712976542
405,274.22761035766166
406,261.2301201473084
407,273.85391085947003
408,240.80232337497287
409,255.12398757072427
410,238.64608340007723
411,222.67340891504733
412,243.3183447847618
413,238.24619981621677
414,235.36685231456482
415,230.9204773412951
416,228.17817065009382
417,217.87770550765404
418,245.9153661784122
419,238.30056022709744
420,238.23038809258242
421,264.93491235143347
422,237.48746840123448
423,256.79736528777903
424,228.00962345198843
425,80.1372424014156
426,246.45454959948142
427,238.97972362798438
428,268.4544556309386
429,83.9637252619884
430,242.12665823562838
431,236.15078663156288
432,236.38683933098022
433,243.296354318256
434,252.83441800329865
435,215.93820935608542
436,263.1823074221402
437,270.57176714628645
438,247.5991025743455
439,253.52816810577406
440,239.6952276198132
441,212.83336586126168
442,218.31391128089763
443,259.45957225998507
444,268.15080438554753
445,100.02362974018563
446,201.04848978553133
447,219.76268197842597
448,235.98141003183585
449,207.12082228390847
450,261.50963515389174
451,239.71370451545673
452,235.00041851373848
453,243.39689042785454
454,241.04474713686366
455,275.2363070338714
456,222.95311017869454
457,256.45149846349426
458,213.52527020976845
459,224.98927121913727
460,244.2057485047805
461,241.02833697358994
462,229.27987441912234
463,219.82371430193794
464,219.13790708246455
465,134.223025689271
466,241.78617265521171
467,228.87936351145063
468,253.13630286989232
469,114.57217745820415
470,228.15150873223325
471,227.38464866094284
472,125.236600887516
473,-342.5437677669704
474,247.36104176283516
475,-4.475375544937293
476,235.65681219976668
477,233.2118737803968
478,267.3327662132101
479,209.3468181040322
480,246.99838174192806
481,242.5924477575246
482,250.43695772018594
483,234.79698477171232
484,252.76699312914465
485,213.77888680867883
486,255.73810111993836
487,251.77374606380485
488,251.45061812981666
489,103.67764490585859
490,222.23588707636858
491,246.2571563383528
492,-261.26096160605334
493,229.3051318629522
494,209.52556389509445
495,236.2925948140565
496,230.1070170756972
497,250.8812718236937
498,-17.410904631267073
499,231.45920351166492
500,229.5007991084734
501,215.23221263249806
502,236.0228535110232
503,224.52829951923212
504,251.77751260806946
505,-596.7635067598542
506,260.0553681611641
507,122.74052368229154
508,254.7358640221193
509,-549.1115596001755
510,204.62467698164718
511,237.9623827514913
512,231.57731728869402
513,254.4185892955816
514,212.9222771303804
515,229.74596674271913
516,236.6194250662815
517,208.78049820965362
518,220.27791419312243
519,250.4106634910902
520,236.3671252218208
521,242.80343293674315
522,249.95875884844227
523,246.95443442365493
524,244.2367268903248
525,255.49063752516966
526,241.37280330728217
527,244.91139664867086
528,208.19336220300764
529,95.03311276134117
530,228.82782694206736
531,217.29263517383657
532,215.0194939923655
533,258.64397275239725
534,241.45831376465503
535,230.6773506072396
536,196.81678261594746
537,248.17384807727112
538,-19.04200880624971
539,227.36818379328017
540,219.20563724452123
541,235.68897569562708
542,-2.778014180984357
543,215.01622478648105
544,221.74643941705077
545,229.23986309318255
546,278.91946570119023
547,202.03910464920642
548,238.6075196630924
549,244.4460752598253
550,220.11206043975938
551,207.02394418830332
552,238.8946888816145
553,230.14810570210722
554,199.7637397723726
555,265.5057274616567
556,208.5779396868999
557,245.94402061657652
558,237.9459884846464
559,231.32877235164548
560,233.38585800279435
561,253.97220130357084
562,228.64503540758713
563,216.2025319941166
564,5.230992290953083
565,249.90713649991358
566,245.65761720946801
567,257.78327945716126
568,269.0328643183324
569,214.94916316356586
570,249.32930196516332
571,229.14253920854856
572,254.55945505374723
573,260.1236913816349
574,217.5396784055623
575,251.88780335048276
576,236.78083583065424
577,238.92992572842948
578,259.4370421769198
579,217.8057738715028
580,232.89068258594418
581,233.89652848132386
582,262.36781206576063
583,225.0801873657071
584,215.02958761024442
585,263.7206221933269
586,237.7194083480616
587,256.71808442093334
588,96.9536987424512
589,225.13340558271935
590,8.395752169316637
591,205.73319421802742
592,238.17687911119089
593,229.2437100865988
594,224.64054189533832
595,237.34751343512187
596,217.96166691626144
597,235.0102089049555
598,259.9848142665801
599,216.42568975043096
600,256.45257688018614
601,253.65781652576044
602,220.9602545661309
603,189.78161340931183
604,61.81195359836012
605,211.27365438892355
606,243.6541284128141
607,254.46965708708873
608,234.20057582300893
609,237.85252485194604
610,255.11700575321913
611,241.54655692676317
612,256.35243984672707
613,242.32035459874683
614,255.42778502557067
615,238.32212219729092
616,251.8868947452718
617,247.61715665441565
618,210.75953543485508
619,224.0317233695854
620,242.21928401536684
621,255.9812431470149
622,247.0617020954265
623,226.72583533458481
624,239.37307317668407
625,218.9221710185642
626,235.2771241577896
627,239.0709547226811
628,241.88249721587127
629,244.61369920580577
630,253.62669415560072
631,-140.89837884332863
632,245.35704358752392
633,223.55807302500006
634,247.69251455930007
635,225.69327193753162
636,117.30859689756309
637,77.9267905824935
638,256.6455879481531
639,233.4953848853079
640,237.62679950316382
641,238.00219760806158
642,250.58792415460533
643,216.4371334959237
644,230.24677425975273
645,245.67491307440065
646,235.46797505368508
647,244.3446962064085
648,252.17565122756537
649,77.96758427088346
650,245.76130335719662
651,251.9570363520971
652,237.45364323643955
653,229.76295131903768
654,226.51172103037624
655,250.68165331944326
656,256.3034023973165
657,261.6241149785167
658,100.6886525970202
659,199.63893355487443
660,-260.721820418346
661,249.03387361894892
662,240.37210402731716
663,212.67730723449998
664,231.90375813261116
665,145.81916383842932
666,254.82601183822942
667,237.2251193877729
668,100.62519617400785
669,0.025432516919934756
670,256.52620184554127
671,193.48064191446863
672,211.6405640445131
673,214.99679947286384
674,257.3266290548844
675,227.61455503520205
676,269.6022364727695
677,234.32171719198084
678,218.83795108933603
679,38.19865576226397
680,220.51348177192176
681,258.67610457117047
682,212.55607729203945
683,236.21841904813834
684,237.99506358991172
685,112.56281765954364
686,196.03219080882664
687,211.7054909299833
688,236.77249139853825
689,83.64932857064684
690,16.29796593965837
691,244.81303399557626
692,212.3998653461017
693,220.1891203658672
694,203.95031136047555
695,259.45383239837554
696,101.2532874737026
697,246.04469452255103
698,225.34558056283873
699,255.11704159856248
700,241.0211806665596
701,260.1730125396561
702,240.70104304238163
703,217.40871071147058
704,231.63325060931768
705,253.74004167045362
706,-37.377082789301014
707,223.63271283177113
708,218.884649573281
709,249.14541199761928
710,257.3120968178446
711,227.85843784962807
712,95.93436724541336
713,233.08870767631362
714,260.4228376309686
715,208.15476186689978
716,236.67664471716378
717,214.05047646733905
718,235.29312951284092
719,121.5693097503531
720,255.46572256671297
721,255.85066273531845
722,256.700051491794
723,264.51789620061686
724,18.756364429602982
725,267.69626993286334
726,248.13710338059917
727,246.81794682468524
728,260.69705955174845
729,241.48513905731826
730,233.62104031989972
731,261.98264529631666
732,263.95141586030024
733,243.73631254173802
734,245.7795477221119
735,222.05929291054352
736,225.0343354831657
737,94.8469490132523
738,225.67790673104304
739,247.2993145124389
740,260.7189336294888
741,249.25966765940592
742,239.20288039346573
743,228.49344885303577
744,234.0446258524546
745,238.32660835852084
746,257.7970988254774
747,252.7596644630265
748,120.00520407077629
749,222.41561954535877
750,239.62115546685234
751,262.5295247790899
752,255.37843990119896
753,212.5386086851433
754,231.41930287137188
755,261.1128624292544
756,237.2530229772703
757,259.07342877712995
758,260.5905776863904
759,214.8074506928274
760,234.35900017395446
761,230.05614490868305
762,208.78425914430494
763,213.4361540072316
764,238.44830855058646
765,235.15128370952576
766,242.2274065878748
767,113.19313140948299
768,255.83263478279915
769,252.4626018454837
770,262.5047442062939
771,113.85512151973424
772,240.6807731726512
773,247.01124976517792
774,252.51261926995096
775,246.85802259348816
776,268.9764431654743
777,113.32775885180772
778,120.17106993784043
779,263.45689211536023
780,262.803878837923
781,236.04737084384647
782,223.11547610942011
783,230.43891467222744
784,250.84690087793922
785,257.52226253036923
786,263.60818248530154
787,202.57671623154968
788,223.91311744198373
789,192.92604697874424
790,251.3726031280805
791,272.4586180129681
792,263.1396154713729
793,267.511919153662
794,260.4845954733593
795,240.11505801655252
796,224.82222295725148
797,248.104432946043
798,236.72939411353204
799,235.533905141773
800,249.7152711256013
801,262.8146820520562
802,265.95423834200426
803,220.5364547925542
804,241.98563679567118
805,241.3967708412542
806,109.29347230015875
807,253.93408595958948
808,261.0391816586852
809,233.41718884760186
810,-27.18260472488531
811,244.73773191952046
812,246.12106823950265
813,230.19443638993616
814,246.24756007273518
815,245.0327524855011
816,256.0031348641277
817,212.61474535377715
818,242.8123028645647
819,262.6617118358579
820,239.62579531915603
821,233.1894256501665
822,239.19610985965417
823,218.9745988941658
824,200.7281860641154
825,227.14540730425801
826,212.97730917515563
827,254.1251964408463
828,231.0056263050077
829,251.10077329625665
830,227.30699959682096
831,228.7413043129996
832,217.53136149258188
833,248.45192688982675
834,236.26082123622456
835,259.0181210614601
836,203.66554420381823
837,234.08524535918067
838,71.1000951954822
839,-198.61694995020054
840,258.3843715504435
841,235.63021793426236
842,235.70878132482085
843,204.7429977362706
844,108.57179247111542
845,255.53050055187066
846,226.40503258330654
847,234.20172625959432
848,241.48057759113053
849,252.12391963134635
850,239.29501523196632
851,253.89203954997978
852,242.76734090187807
853,259.63094085082184
854,218.40786736903385
855,251.32842568576314
856,-8.872058291102448
857,92.38973315608499
858,248.65884658197749
859,228.67192323406928
860,230.231611991499
861,263.9113828253228
862,259.1473532116388
863,251.27037182227258
864,255.42908208059114
865,246.1812748207124
866,238.62962533196054
867,237.50211037926
868,235.82958623602528
869,244.7045536527325
870,220.3113975897077
871,236.4529632554702
872,208.39783040031642
873,213.20925531576452
874,260.32407495805285
875,199.6356504626733
876,243.00722879030636
877,244.22837302814696
878,233.4005960759883
879,249.2509889602477
880,211.93799139871834
881,-210.73214905423868
882,231.3580602589216
883,222.27024884682075
884,222.6519834810939
885,238.26427473211118
886,253.1381614566011
887,235.50003801492193
888,228.97442971735074
889,235.8214377185496
890,29.74166376185923
891,243.51778842230794
892,208.38804998401847
893,257.59136386209985
894,252.1026549521495
895,226.85836228213878
896,260.34625056294544
897,214.62453409230622
898,206.3152264982251
899,230.50882957749093
900,227.95500078922743
901,251.5827473824388
902,232.00413599559062
903,5.042751436545856
904,203.12576487262248
905,226.05142381956023
906,225.03367116638
907,255.5787128785483
908,225.15293298640447
909,214.68496708539527
910,244.40327240588184
911,247.81302562602676
912,224.9522080397185
913,234.53270310388032
914,204.8679194053427
915,209.49743763530847
916,230.02880034812287
917,-535.1793320282327
918,228.4397990860939
919,268.2112313828535
920,205.87841234642866
921,260.4517329121928
922,215.8703459285792
923,240.47507915018062
924,211.1870457005479
925,243.57505092882238
926,225.629105575847
927,231.89044476438963
928,270.0913623137102
929,241.81927031817662
930,243.56985907076225
931,224.54619252189838
932,231.60098225184478
933,251.61517474957887
934,222.7780662374813
935,241.14272436377055
936,217.5476068737487
937,215.08744173081212
938,213.54088623340704
939,238.39956205761217
940,230.52076370557114
941,249.4653612185957
942,249.98483861512148
943,218.21315371467153
944,102.70087542745101
945,216.12473666203937
946,-7.97160832877195
947,73.93384822542592
948,250.08647223003905
949,214.79536973330283
950,106.91025792447995
951,216.51182883021755
952,217.3969382233643
953,225.12605665664054
954,237.34761774759775
955,222.48133983233294
956,135.39509818289892
957,221.57314150961736
958,240.43345624444964
959,236.57732909631054
960,197.5309751202734
961,232.84243012853358
962,229.47698481214758
963,236.75812993844207
964,227.01399046180723
965,251.53118806888074
966,244.29666763367248
967,233.64975284931276
968,268.592592453139
969,277.2474742577882
970,252.27480153328273
971,201.51649561940064
972,256.0031559607212
973,218.21738899636176
974,230.08905081190343
975,244.7845578616672
976,233.42827340240444
977,217.19776117812526
978,264.5419909551624
979,226.33922784243376
980,240.44800091094874
981,233.95578852291968
982,246.94170772163798
983,241.47389142452127
984,100.42343153099296
985,238.82250959036887
986,6.561673514598596
987,219.66366582932858
988,257.7567640083346
989,225.32086190670086
990,260.9066388989686
991,252.87780133109294
992,243.18647385734874
993,236.90330742476738
994,212.3730691555346
995,217.47288131675285
996,251.26453954287865
997,236.2027690310882
998,256.29692113531485
999,243.14803578535583
